Datum,vakcína,věková skupina,pohlaví,počet dávek
2021-07-16,COVID-19 Vaccine Janssen,30-34,M,108
2021-07-16,COVID-19 Vaccine Janssen,30-34,,2
2021-07-16,Comirnaty,30-34,M,1189
2021-07-16,Comirnaty,30-34,Z,1158
2021-07-16,SPIKEVAX,30-34,Z,89
2021-07-16,SPIKEVAX,30-34,M,97
2021-07-16,SPIKEVAX,30-34,,1
2021-07-16,VAXZEVRIA,30-34,M,4
2021-07-16,VAXZEVRIA,30-34,Z,3
2021-07-16,COVID-19 Vaccine Janssen,35-39,Z,88
2021-07-16,COVID-19 Vaccine Janssen,35-39,M,141
2021-07-16,COVID-19 Vaccine Janssen,35-39,,1
2021-07-16,VAXZEVRIA,35-39,,1
2021-07-16,VAXZEVRIA,35-39,M,48
2021-07-16,VAXZEVRIA,35-39,Z,18
2021-07-16,VAXZEVRIA,35-39,M,1
2021-07-16,SPIKEVAX,35-39,Z,336
2021-07-16,SPIKEVAX,35-39,M,359
2021-07-16,Comirnaty,35-39,,3
2021-07-16,Comirnaty,35-39,,2
2021-07-16,Comirnaty,35-39,M,6625
2021-07-16,Comirnaty,35-39,Z,6034
2021-07-16,VAXZEVRIA,35-39,Z,1
2021-07-16,Comirnaty,35-39,,6
2021-07-16,SPIKEVAX,35-39,,1
2021-07-16,SPIKEVAX,35-39,M,93
2021-07-16,SPIKEVAX,35-39,Z,65
2021-07-16,Comirnaty,35-39,Z,1026
2021-07-16,Comirnaty,35-39,M,1115
2021-07-16,Comirnaty,40-44,,3
2021-07-16,VAXZEVRIA,40-44,M,81
2021-07-16,VAXZEVRIA,40-44,Z,39
2021-07-16,Comirnaty,40-44,Z,6015
2021-07-16,COVID-19 Vaccine Janssen,40-44,Z,81
2021-07-16,COVID-19 Vaccine Janssen,40-44,M,139
2021-07-16,COVID-19 Vaccine Janssen,40-44,,2
2021-07-16,Comirnaty,40-44,,1
2021-07-16,Comirnaty,40-44,M,997
2021-07-16,SPIKEVAX,40-44,M,389
2021-07-16,SPIKEVAX,40-44,Z,334
2021-07-16,SPIKEVAX,40-44,Z,80
2021-07-16,SPIKEVAX,40-44,M,93
2021-07-16,Comirnaty,40-44,M,6632
2021-07-16,Comirnaty,40-44,,1
2021-07-16,Comirnaty,40-44,Z,922
2021-07-16,VAXZEVRIA,45-49,M,2
2021-07-16,VAXZEVRIA,45-49,Z,2
2021-07-16,VAXZEVRIA,45-49,M,97
2021-07-16,Comirnaty,45-49,Z,903
2021-07-16,VAXZEVRIA,45-49,Z,66
2021-07-16,Comirnaty,45-49,M,912
2021-07-16,COVID-19 Vaccine Janssen,45-49,Z,112
2021-07-16,Comirnaty,45-49,Z,3378
2021-07-16,COVID-19 Vaccine Janssen,45-49,M,164
2021-07-16,Comirnaty,45-49,,4
2021-07-16,Comirnaty,45-49,M,3853
2021-07-16,SPIKEVAX,45-49,Z,315
2021-07-16,Comirnaty,45-49,,4
2021-07-16,SPIKEVAX,45-49,M,362
2021-07-16,SPIKEVAX,45-49,Z,89
2021-07-16,SPIKEVAX,45-49,M,95
2021-07-16,SPIKEVAX,50-54,Z,54
2021-07-16,VAXZEVRIA,50-54,,1
2021-07-16,SPIKEVAX,50-54,M,76
2021-07-16,Comirnaty,50-54,M,1786
2021-07-16,Comirnaty,50-54,,1
2021-07-16,Comirnaty,50-54,Z,643
2021-07-16,SPIKEVAX,50-54,M,241
2021-07-16,Comirnaty,50-54,Z,1608
2021-07-16,VAXZEVRIA,50-54,M,152
2021-07-16,VAXZEVRIA,50-54,Z,88
2021-07-16,COVID-19 Vaccine Janssen,50-54,Z,106
2021-07-16,COVID-19 Vaccine Janssen,50-54,M,117
2021-07-16,Comirnaty,50-54,,2
2021-07-16,Comirnaty,50-54,M,617
2021-07-16,SPIKEVAX,50-54,Z,240
2021-07-16,SPIKEVAX,55-59,M,60
2021-07-16,VAXZEVRIA,55-59,M,2
2021-07-16,VAXZEVRIA,55-59,Z,2
2021-07-16,SPIKEVAX,55-59,M,290
2021-07-16,Comirnaty,55-59,,2
2021-07-16,Comirnaty,55-59,,1
2021-07-16,Comirnaty,55-59,M,528
2021-07-16,Comirnaty,55-59,Z,537
2021-07-16,SPIKEVAX,55-59,Z,252
2021-07-16,Comirnaty,55-59,Z,1249
2021-07-16,Comirnaty,55-59,M,1261
2021-07-16,SPIKEVAX,55-59,Z,57
2021-07-16,VAXZEVRIA,55-59,M,212
2021-07-16,SPIKEVAX,55-59,,1
2021-07-16,Comirnaty,55-59,,1
2021-07-16,Comirnaty,55-59,,1
2021-07-16,COVID-19 Vaccine Janssen,55-59,Z,97
2021-07-16,COVID-19 Vaccine Janssen,55-59,M,129
2021-07-16,VAXZEVRIA,55-59,Z,140
2021-07-16,COVID-19 Vaccine Janssen,60-64,,3
2021-07-16,Comirnaty,60-64,Z,367
2021-07-16,Comirnaty,60-64,M,419
2021-07-16,Comirnaty,60-64,,1
2021-07-16,Comirnaty,60-64,Z,826
2021-07-16,Comirnaty,60-64,M,776
2021-07-16,Comirnaty,60-64,,1
2021-07-16,COVID-19 Vaccine Janssen,60-64,Z,73
2021-07-16,COVID-19 Vaccine Janssen,60-64,M,121
2021-07-16,SPIKEVAX,60-64,Z,41
2021-07-16,SPIKEVAX,60-64,M,43
2021-07-16,SPIKEVAX,60-64,Z,186
2021-07-16,SPIKEVAX,60-64,M,204
2021-07-16,VAXZEVRIA,60-64,Z,1
2021-07-16,VAXZEVRIA,60-64,M,2
2021-07-16,VAXZEVRIA,60-64,Z,317
2021-07-16,VAXZEVRIA,60-64,M,368
2021-07-16,VAXZEVRIA,60-64,,1
2021-07-16,Comirnaty,65-69,Z,243
2021-07-16,Comirnaty,65-69,M,477
2021-07-16,SPIKEVAX,65-69,Z,41
2021-07-16,SPIKEVAX,65-69,Z,218
2021-07-16,Comirnaty,65-69,Z,606
2021-07-16,Comirnaty,65-69,M,240
2021-07-16,SPIKEVAX,65-69,M,36
2021-07-16,VAXZEVRIA,65-69,M,604
2021-07-16,SPIKEVAX,65-69,M,206
2021-07-16,VAXZEVRIA,65-69,Z,734
2021-07-16,Comirnaty,65-69,,1
2021-07-16,COVID-19 Vaccine Janssen,65-69,M,112
2021-07-16,COVID-19 Vaccine Janssen,65-69,Z,88
2021-07-16,COVID-19 Vaccine Janssen,70-74,Z,68
2021-07-16,SPIKEVAX,70-74,Z,27
2021-07-16,Comirnaty,70-74,Z,188
2021-07-16,SPIKEVAX,70-74,M,27
2021-07-16,VAXZEVRIA,70-74,Z,562
2021-07-16,Comirnaty,70-74,M,279
2021-07-16,Comirnaty,70-74,Z,343
2021-07-16,Comirnaty,70-74,M,133
2021-07-16,SPIKEVAX,70-74,M,136
2021-07-16,COVID-19 Vaccine Janssen,70-74,M,66
2021-07-16,VAXZEVRIA,70-74,Z,2
2021-07-16,VAXZEVRIA,70-74,M,1
2021-07-16,VAXZEVRIA,70-74,M,514
2021-07-16,SPIKEVAX,70-74,Z,141
2021-07-16,VAXZEVRIA,75-79,Z,323
2021-07-16,SPIKEVAX,75-79,Z,99
2021-07-16,SPIKEVAX,75-79,Z,13
2021-07-16,SPIKEVAX,75-79,M,9
2021-07-16,COVID-19 Vaccine Janssen,75-79,M,29
2021-07-16,COVID-19 Vaccine Janssen,75-79,Z,40
2021-07-16,SPIKEVAX,75-79,M,68
2021-07-16,VAXZEVRIA,75-79,Z,1
2021-07-16,VAXZEVRIA,75-79,M,1
2021-07-16,Comirnaty,75-79,M,133
2021-07-16,Comirnaty,75-79,Z,198
2021-07-16,Comirnaty,75-79,M,72
2021-07-16,Comirnaty,75-79,Z,128
2021-07-16,VAXZEVRIA,75-79,M,267
2021-07-16,Comirnaty,80+,M,27
2021-07-16,Comirnaty,80+,Z,124
2021-07-16,Comirnaty,80+,M,59
2021-07-16,VAXZEVRIA,80+,M,1
2021-07-16,VAXZEVRIA,80+,Z,3
2021-07-16,SPIKEVAX,80+,Z,101
2021-07-16,COVID-19 Vaccine Janssen,80+,Z,33
2021-07-16,SPIKEVAX,80+,M,3
2021-07-16,VAXZEVRIA,80+,Z,207
2021-07-16,VAXZEVRIA,80+,M,123
2021-07-16,COVID-19 Vaccine Janssen,80+,M,26
2021-07-16,SPIKEVAX,80+,M,44
2021-07-16,SPIKEVAX,80+,Z,13
2021-07-16,Comirnaty,80+,Z,66
2021-07-17,Comirnaty,12-15,Z,308
2021-07-17,Comirnaty,12-15,M,307
2021-07-17,Comirnaty,12-15,M,2
2021-07-17,SPIKEVAX,12-15,M,1
2021-07-17,Comirnaty,12-15,Z,4
2021-07-17,SPIKEVAX,16-17,Z,2
2021-07-17,Comirnaty,16-17,Z,180
2021-07-17,Comirnaty,16-17,M,166
2021-07-17,SPIKEVAX,16-17,M,8
2021-07-17,SPIKEVAX,16-17,M,2
2021-07-17,Comirnaty,16-17,Z,260
2021-07-17,Comirnaty,16-17,M,317
2021-07-17,Comirnaty,16-17,,2
2021-07-17,SPIKEVAX,18-24,M,29
2021-07-17,Comirnaty,18-24,Z,680
2021-07-17,Comirnaty,18-24,M,846
2021-07-17,Comirnaty,18-24,,38
2021-07-17,Comirnaty,18-24,,4
2021-07-17,SPIKEVAX,18-24,Z,29
2021-07-17,VAXZEVRIA,18-24,Z,1
2021-07-17,Comirnaty,18-24,Z,762
2021-07-17,Comirnaty,18-24,M,806
2021-07-17,Comirnaty,18-24,,2
2021-07-17,Comirnaty,18-24,,3
2021-07-17,SPIKEVAX,18-24,M,24
2021-07-17,SPIKEVAX,18-24,Z,15
2021-07-17,COVID-19 Vaccine Janssen,18-24,Z,29
2021-07-17,COVID-19 Vaccine Janssen,18-24,M,49
2021-07-17,COVID-19 Vaccine Janssen,18-24,,2
2021-07-17,COVID-19 Vaccine Janssen,25-29,M,40
2021-07-17,COVID-19 Vaccine Janssen,25-29,Z,20
2021-07-17,SPIKEVAX,25-29,Z,12
2021-07-17,SPIKEVAX,25-29,M,10
2021-07-17,SPIKEVAX,25-29,,1
2021-07-17,Comirnaty,25-29,,1
2021-07-17,VAXZEVRIA,25-29,M,1
2021-07-17,Comirnaty,25-29,,11
2021-07-17,VAXZEVRIA,25-29,Z,1
2021-07-17,VAXZEVRIA,25-29,M,1
2021-07-17,Comirnaty,25-29,M,564
2021-07-17,Comirnaty,25-29,Z,478
2021-07-17,SPIKEVAX,25-29,M,12
2021-07-17,Comirnaty,25-29,Z,749
2021-07-17,Comirnaty,25-29,M,732
2021-07-17,Comirnaty,25-29,,3
2021-07-17,SPIKEVAX,25-29,Z,16
2021-07-17,Comirnaty,30-34,M,376
2021-07-17,Comirnaty,30-34,Z,408
2021-07-17,Comirnaty,30-34,,10
2021-07-17,Comirnaty,30-34,,3
2021-07-17,VAXZEVRIA,30-34,M,6
2021-07-17,COVID-19 Vaccine Janssen,30-34,Z,18
2021-07-17,SPIKEVAX,30-34,Z,11
2021-07-17,COVID-19 Vaccine Janssen,30-34,M,35
2021-07-17,COVID-19 Vaccine Janssen,30-34,,2
2021-07-17,SPIKEVAX,30-34,M,10
2021-07-17,SPIKEVAX,30-34,Z,11
2021-07-17,Comirnaty,30-34,,3
2021-07-17,COVID-19 Vaccine Janssen,30-34,,1
2021-07-17,SPIKEVAX,30-34,M,25
2021-07-17,Comirnaty,30-34,Z,2899
2021-07-17,Comirnaty,30-34,M,3075
2021-07-17,Comirnaty,35-39,M,4484
2021-07-17,SPIKEVAX,35-39,Z,17
2021-07-17,COVID-19 Vaccine Janssen,35-39,,1
2021-07-17,COVID-19 Vaccine Janssen,35-39,M,42
2021-07-17,COVID-19 Vaccine Janssen,35-39,Z,10
2021-07-17,Comirnaty,35-39,Z,4050
2021-07-17,SPIKEVAX,35-39,M,14
2021-07-17,Comirnaty,35-39,,1
2021-07-17,VAXZEVRIA,35-39,M,4
2021-07-17,SPIKEVAX,35-39,M,10
2021-07-17,SPIKEVAX,35-39,Z,7
2021-07-17,Comirnaty,35-39,M,358
2021-07-17,Comirnaty,35-39,,5
2021-07-17,Comirnaty,35-39,Z,348
2021-07-17,COVID-19 Vaccine Janssen,40-44,M,37
2021-07-17,Comirnaty,40-44,,1
2021-07-17,Comirnaty,40-44,M,2512
2021-07-17,SPIKEVAX,40-44,M,13
2021-07-17,SPIKEVAX,40-44,Z,17
2021-07-17,Comirnaty,40-44,Z,333
2021-07-17,Comirnaty,40-44,M,349
2021-07-17,Comirnaty,40-44,,7
2021-07-17,VAXZEVRIA,40-44,M,1
2021-07-17,Comirnaty,40-44,Z,2295
2021-07-17,VAXZEVRIA,40-44,Z,4
2021-07-17,SPIKEVAX,40-44,Z,14
2021-07-17,SPIKEVAX,40-44,M,7
2021-07-17,COVID-19 Vaccine Janssen,40-44,Z,18
2021-07-17,Comirnaty,45-49,,2
2021-07-17,SPIKEVAX,45-49,Z,10
2021-07-17,SPIKEVAX,45-49,M,14
2021-07-17,Comirnaty,45-49,Z,320
2021-07-17,Comirnaty,45-49,M,313
2021-07-17,Comirnaty,45-49,Z,1312
2021-07-17,Comirnaty,45-49,M,1543
2021-07-17,Comirnaty,45-49,,1
2021-07-17,VAXZEVRIA,45-49,M,3
2021-07-17,VAXZEVRIA,45-49,Z,1
2021-07-17,COVID-19 Vaccine Janssen,45-49,Z,28
2021-07-17,COVID-19 Vaccine Janssen,45-49,M,32
2021-07-17,SPIKEVAX,45-49,Z,7
2021-07-17,SPIKEVAX,45-49,M,13
2021-07-17,SPIKEVAX,50-54,M,4
2021-07-17,SPIKEVAX,50-54,Z,6
2021-07-17,SPIKEVAX,50-54,Z,8
2021-07-17,Comirnaty,50-54,M,835
2021-07-17,Comirnaty,50-54,,4
2021-07-17,Comirnaty,50-54,Z,734
2021-07-17,SPIKEVAX,50-54,M,13
2021-07-17,COVID-19 Vaccine Janssen,50-54,,1
2021-07-17,COVID-19 Vaccine Janssen,50-54,M,27
2021-07-17,COVID-19 Vaccine Janssen,50-54,Z,16
2021-07-17,VAXZEVRIA,50-54,M,1
2021-07-17,Comirnaty,50-54,Z,193
2021-07-17,Comirnaty,50-54,M,208
2021-07-17,COVID-19 Vaccine Janssen,55-59,,1
2021-07-17,COVID-19 Vaccine Janssen,55-59,Z,6
2021-07-17,VAXZEVRIA,55-59,Z,4
2021-07-17,VAXZEVRIA,55-59,M,6
2021-07-17,Comirnaty,55-59,M,618
2021-07-17,Comirnaty,55-59,Z,585
2021-07-17,SPIKEVAX,55-59,M,8
2021-07-17,SPIKEVAX,55-59,Z,8
